frame,xmin,xmax,ymin,ymax,class_id
1478732053136733208.jpg,95,111,150,161,1
1478732053136733208.jpg,136,152,146,160,1
1478732053136733208.jpg,197,218,144,157,1
1478732053136733208.jpg,201,210,120,130,5
1478732053136733208.jpg,213,270,139,183,1
1478732053136733208.jpg,218,223,121,130,5
1478732053136733208.jpg,258,264,131,140,5
1478732053710843933.jpg,79,100,151,166,1
1478732053710843933.jpg,82,97,152,163,1
1478732053710843933.jpg,131,146,147,160,1
1478732053710843933.jpg,132,148,148,161,1
1478732053710843933.jpg,201,222,146,158,1
1478732053710843933.jpg,202,211,120,130,5
1478732053710843933.jpg,218,225,121,130,5
1478732053710843933.jpg,218,266,140,178,1
1478732053710843933.jpg,260,266,131,140,5
1478732053710843933.jpg,300,350,142,162,1
1478732054283399601.jpg,56,81,149,170,1
1478732054283399601.jpg,58,79,149,164,1
1478732054283399601.jpg,119,134,147,160,1
1478732054283399601.jpg,122,138,146,161,1
1478732054283399601.jpg,141,155,147,159,1
1478732054283399601.jpg,204,213,117,127,5
1478732054283399601.jpg,204,225,143,155,1
1478732054283399601.jpg,221,228,120,129,5
1478732054283399601.jpg,222,262,142,173,1
1478732054283399601.jpg,262,269,130,139,5
1478732054283399601.jpg,303,353,139,159,1
1478732054857024616.jpg,24,53,147,167,1
1478732054857024616.jpg,28,57,148,162,1
1478732054857024616.jpg,53,80,149,160,1
1478732054857024616.jpg,60,80,149,159,1
1478732054857024616.jpg,110,125,145,157,1
1478732054857024616.jpg,110,127,144,159,1
1478732054857024616.jpg,134,149,144,156,1
1478732054857024616.jpg,206,215,113,123,5
1478732054857024616.jpg,207,228,140,152,1
1478732054857024616.jpg,222,229,116,125,5
1478732054857024616.jpg,225,265,140,172,1
1478732054857024616.jpg,267,274,126,135,5
1478732054857024616.jpg,307,357,136,156,1
1478732055430060839.jpg,50,75,149,160,1
1478732055430060839.jpg,52,80,150,159,1
1478732055430060839.jpg,90,116,144,163,1
1478732055430060839.jpg,93,116,148,160,1
1478732055430060839.jpg,121,139,143,161,1
1478732055430060839.jpg,124,139,144,156,1
1478732055430060839.jpg,136,153,146,157,1
1478732055430060839.jpg,150,165,143,156,1
1478732055430060839.jpg,207,216,115,125,5
1478732055430060839.jpg,213,230,140,152,1
1478732055430060839.jpg,226,233,117,126,5
1478732055430060839.jpg,227,267,139,170,1
1478732055430060839.jpg,269,276,126,135,5
1478732055430060839.jpg,311,369,136,162,1
1478732056003724815.jpg,1,45,136,244,1
1478732056003724815.jpg,110,127,144,162,1
1478732056003724815.jpg,113,128,144,156,1
1478732056003724815.jpg,129,146,147,157,1
1478732056003724815.jpg,143,158,144,157,1
1478732056003724815.jpg,145,161,145,157,1
1478732056003724815.jpg,209,218,115,125,5
1478732056003724815.jpg,218,233,141,153,1
1478732056003724815.jpg,226,233,117,126,5
1478732056003724815.jpg,230,270,138,169,1
1478732056003724815.jpg,274,281,125,134,5
1478732056003724815.jpg,320,384,134,160,1
1478732056577328639.jpg,0,105,129,236,1
1478732056577328639.jpg,131,152,144,157,1
1478732056577328639.jpg,135,151,146,157,1
1478732056577328639.jpg,153,174,139,155,2
1478732056577328639.jpg,208,217,114,124,5
1478732056577328639.jpg,222,237,141,153,1
1478732056577328639.jpg,228,235,117,126,5
1478732056577328639.jpg,230,270,138,169,1
1478732056577328639.jpg,267,278,138,155,1
1478732056577328639.jpg,276,283,126,135,5
1478732056577328639.jpg,328,395,135,160,1
1478732057151167731.jpg,0,128,120,226,1
1478732057151167731.jpg,144,164,137,153,2
1478732057151167731.jpg,208,217,113,123,5
1478732057151167731.jpg,221,236,142,154,1
1478732057151167731.jpg,224,231,115,124,5
1478732057151167731.jpg,231,271,138,169,1
1478732057151167731.jpg,263,281,139,155,1
1478732057151167731.jpg,264,285,141,158,1
1478732057151167731.jpg,276,283,126,135,5
1478732057151167731.jpg,335,421,134,167,1
1478732057151167731.jpg,426,477,126,151,1
1478732057724477245.jpg,0,25,147,174,1
1478732057724477245.jpg,14,142,133,206,1
1478732057724477245.jpg,152,167,146,158,1
1478732057724477245.jpg,175,190,143,155,1
1478732057724477245.jpg,201,210,116,126,5
1478732057724477245.jpg,220,235,143,155,1
1478732057724477245.jpg,222,229,115,124,5
1478732057724477245.jpg,231,268,138,168,1
1478732057724477245.jpg,264,293,142,158,1
1478732057724477245.jpg,270,291,141,158,1
1478732057724477245.jpg,276,283,126,135,5
1478732057724477245.jpg,294,316,141,158,1
1478732057724477245.jpg,346,446,130,169,1
1478732058298704045.jpg,0,20,147,174,1
1478732058298704045.jpg,16,39,152,166,1
1478732058298704045.jpg,40,51,151,164,3
1478732058298704045.jpg,43,151,134,206,1
1478732058298704045.jpg,140,155,147,159,1
1478732058298704045.jpg,164,174,146,156,1
1478732058298704045.jpg,170,185,144,157,1
1478732058298704045.jpg,175,181,114,125,5
1478732058298704045.jpg,199,207,112,123,5
1478732058298704045.jpg,200,206,115,124,5
1478732058298704045.jpg,218,233,143,155,1
1478732058298704045.jpg,220,227,115,124,5
1478732058298704045.jpg,221,228,109,123,5
1478732058298704045.jpg,229,240,142,163,1
1478732058298704045.jpg,231,265,139,167,1
1478732058298704045.jpg,276,283,126,135,5
1478732058298704045.jpg,276,285,123,135,5
1478732058298704045.jpg,277,306,142,158,1
1478732058298704045.jpg,278,309,141,157,1
1478732058298704045.jpg,301,317,139,156,1
1478732058298704045.jpg,368,479,129,174,1
1478732058871087595.jpg,36,61,151,166,1
1478732058871087595.jpg,65,156,134,193,1
1478732058871087595.jpg,169,176,112,123,5
1478732058871087595.jpg,194,202,109,120,5
1478732058871087595.jpg,216,231,143,155,1
1478732058871087595.jpg,218,225,106,120,5
1478732058871087595.jpg,231,263,140,166,1
1478732058871087595.jpg,278,287,120,133,5
1478732058871087595.jpg,292,323,142,158,1
1478732058871087595.jpg,402,479,126,181,1
1478732059444249484.jpg,49,96,138,162,2
1478732059444249484.jpg,69,161,134,193,1
1478732059444249484.jpg,162,169,110,121,5
1478732059444249484.jpg,190,198,106,117,5
1478732059444249484.jpg,214,229,143,155,1
1478732059444249484.jpg,215,222,103,117,5
1478732059444249484.jpg,231,260,140,165,1
1478732059444249484.jpg,281,290,117,132,5
1478732060018477118.jpg,75,99,145,165,1
1478732060018477118.jpg,85,163,136,189,1
1478732060018477118.jpg,158,164,107,118,5
1478732060018477118.jpg,186,194,104,115,5
1478732060018477118.jpg,212,219,100,114,5
1478732060018477118.jpg,212,227,143,155,1
1478732060018477118.jpg,231,257,141,164,1
1478732060018477118.jpg,283,292,114,130,5
1478732060018477118.jpg,314,336,142,157,1
1478732060591480227.jpg,30,66,148,167,1
1478732060591480227.jpg,100,165,139,186,1
1478732060591480227.jpg,152,158,106,117,5
1478732060591480227.jpg,182,190,101,112,5
1478732060591480227.jpg,184,191,103,116,5
1478732060591480227.jpg,210,216,98,111,5
1478732060591480227.jpg,212,227,143,155,1
1478732060591480227.jpg,231,255,142,163,1
1478732060591480227.jpg,286,295,112,128,5
1478732060591480227.jpg,320,348,143,158,1
1478732061164489684.jpg,26,61,147,163,1
1478732061164489684.jpg,72,90,146,160,1
1478732061164489684.jpg,90,116,144,161,1
1478732061164489684.jpg,103,173,138,186,1
1478732061164489684.jpg,145,151,103,115,5
1478732061164489684.jpg,178,186,98,109,5
1478732061164489684.jpg,179,186,99,112,5
1478732061164489684.jpg,207,214,101,113,5
1478732061164489684.jpg,212,227,143,155,1
1478732061164489684.jpg,226,255,141,165,1
1478732061164489684.jpg,287,298,109,126,5
1478732061164489684.jpg,299,321,141,157,1
1478732061164489684.jpg,306,340,142,157,1
1478732061164489684.jpg,328,363,142,158,1
1478732061738411960.jpg,51,84,143,165,1
1478732061738411960.jpg,105,172,139,181,1
1478732061738411960.jpg,135,144,97,111,5
1478732061738411960.jpg,174,182,95,106,5
1478732061738411960.jpg,175,182,95,107,5
1478732061738411960.jpg,204,211,97,110,5
1478732061738411960.jpg,213,227,143,155,1
1478732061738411960.jpg,226,255,140,163,1
1478732061738411960.jpg,279,288,120,132,5
1478732061738411960.jpg,293,304,105,122,5
1478732061738411960.jpg,305,327,143,159,1
1478732061738411960.jpg,314,348,143,158,1
1478732061738411960.jpg,336,377,139,157,1
1478732061738411960.jpg,365,392,136,156,1
1478732062311919775.jpg,77,107,142,158,1
1478732062311919775.jpg,109,175,139,181,1
1478732062311919775.jpg,124,133,93,107,5
1478732062311919775.jpg,166,175,89,101,5
1478732062311919775.jpg,167,176,88,102,5
1478732062311919775.jpg,200,207,89,102,5
1478732062311919775.jpg,212,227,142,154,1
1478732062311919775.jpg,225,254,139,162,1
1478732062311919775.jpg,282,292,117,130,5
1478732062311919775.jpg,303,313,96,119,5
1478732062311919775.jpg,309,331,142,158,1
1478732062311919775.jpg,319,360,141,155,1
1478732062311919775.jpg,345,389,138,159,1
1478732062311919775.jpg,382,420,136,155,1
1478732062887750783.jpg,34,71,142,164,1
1478732062887750783.jpg,66,79,147,162,1
1478732062887750783.jpg,106,125,139,161,1
1478732062887750783.jpg,111,174,139,181,1
1478732062887750783.jpg,112,120,87,102,5
1478732062887750783.jpg,158,167,82,97,5
1478732062887750783.jpg,158,167,83,97,5
1478732062887750783.jpg,196,202,82,99,5
1478732062887750783.jpg,212,226,142,154,1
1478732062887750783.jpg,225,254,138,161,1
1478732062887750783.jpg,288,297,113,125,5
1478732062887750783.jpg,314,328,89,111,5
1478732062887750783.jpg,321,343,142,158,1
1478732062887750783.jpg,329,372,140,157,1
1478732062887750783.jpg,362,412,135,159,1
1478732062887750783.jpg,403,443,132,157,1
1478732063458501553.jpg,93,119,140,161,1
1478732063458501553.jpg,95,103,78,93,5
1478732063458501553.jpg,110,173,137,178,1
1478732063458501553.jpg,144,155,72,86,5
1478732063458501553.jpg,145,156,71,90,5
1478732063458501553.jpg,189,197,73,90,5
1478732063458501553.jpg,211,226,141,153,1
1478732063458501553.jpg,223,252,137,161,1
1478732063458501553.jpg,294,303,108,121,5
1478732063458501553.jpg,327,349,138,157,1
1478732063458501553.jpg,332,346,69,98,5
1478732063458501553.jpg,345,387,136,158,1
1478732063458501553.jpg,382,440,132,158,1
1478732064032457625.jpg,67,102,141,164,1
1478732064032457625.jpg,70,81,69,88,5
1478732064032457625.jpg,97,120,139,162,1
1478732064032457625.jpg,112,167,137,178,1
1478732064032457625.jpg,129,142,61,81,5
1478732064032457625.jpg,130,144,58,81,5
1478732064032457625.jpg,181,190,62,82,5
1478732064032457625.jpg,211,226,141,153,1
1478732064032457625.jpg,222,251,139,163,1
1478732064032457625.jpg,303,312,105,118,5
1478732064032457625.jpg,339,373,136,161,1
1478732064032457625.jpg,361,424,134,161,1
1478732064032457625.jpg,363,385,47,84,5
1478732064032457625.jpg,410,479,133,164,1
1478732064605933058.jpg,40,78,142,169,1
1478732064605933058.jpg,74,112,138,161,1
1478732064605933058.jpg,104,166,137,177,1
1478732064605933058.jpg,106,123,44,70,5
1478732064605933058.jpg,109,121,44,70,5
1478732064605933058.jpg,168,179,45,69,5
1478732064605933058.jpg,213,227,142,154,1
1478732064605933058.jpg,221,250,138,162,1
1478732064605933058.jpg,316,325,97,114,5
1478732064605933058.jpg,357,420,136,160,1
1478732064605933058.jpg,384,462,132,167,1
1478732065179966049.jpg,44,92,136,166,1
1478732065179966049.jpg,73,91,16,47,5
1478732065179966049.jpg,88,115,137,161,1
1478732065179966049.jpg,103,165,136,176,1
1478732065179966049.jpg,147,163,20,47,5
1478732065179966049.jpg,212,226,140,150,1
1478732065179966049.jpg,221,250,137,161,1
1478732065179966049.jpg,285,295,130,154,3
1478732065179966049.jpg,334,344,78,102,5
1478732065179966049.jpg,379,456,129,162,1
1478732065752809956.jpg,0,67,128,161,1
1478732065752809956.jpg,59,97,131,159,1
1478732065752809956.jpg,92,115,138,160,1
1478732065752809956.jpg,102,166,134,174,1
1478732065752809956.jpg,211,225,138,146,1
1478732065752809956.jpg,221,250,134,158,1
1478732065752809956.jpg,290,300,130,154,3
1478732065752809956.jpg,370,385,62,90,5
1478732066326334171.jpg,25,80,136,169,1
1478732066326334171.jpg,72,106,141,166,1
1478732066326334171.jpg,104,168,137,177,1
1478732066326334171.jpg,214,225,141,149,1
1478732066326334171.jpg,220,249,140,163,1
1478732066899902409.jpg,36,87,143,167,1
1478732066899902409.jpg,77,102,145,163,1
1478732066899902409.jpg,92,122,127,166,2
1478732066899902409.jpg,95,128,131,161,2
1478732066899902409.jpg,107,171,138,178,1
1478732066899902409.jpg,220,249,141,165,1
1478732067475105076.jpg,44,80,136,160,1
1478732067475105076.jpg,71,111,123,153,2
1478732067475105076.jpg,73,112,124,155,2
1478732067475105076.jpg,106,169,131,171,1
1478732067475105076.jpg,219,248,136,159,1
1478732067475105076.jpg,338,348,127,164,3
1478732067475105076.jpg,339,355,123,164,3
1478732068046357683.jpg,39,97,123,161,2
1478732068046357683.jpg,40,94,124,164,2
1478732068046357683.jpg,95,130,135,154,2
1478732068046357683.jpg,106,169,137,177,1
1478732068046357683.jpg,219,248,139,162,1
1478732068046357683.jpg,368,386,127,163,3
1478732068046357683.jpg,371,386,124,165,3
1478732068620144930.jpg,0,64,117,169,2
1478732068620144930.jpg,0,68,118,168,2
1478732068620144930.jpg,60,90,135,159,2
1478732068620144930.jpg,87,122,136,156,2
1478732068620144930.jpg,108,171,137,177,1
1478732068620144930.jpg,219,248,140,164,1
1478732069193987995.jpg,13,74,136,165,2
1478732069193987995.jpg,15,73,134,162,2
1478732069193987995.jpg,71,118,137,160,2
1478732069193987995.jpg,110,173,138,178,1
1478732069193987995.jpg,220,249,142,166,1
1478732069193987995.jpg,285,293,140,161,3
1478732069768111040.jpg,0,57,131,164,2
1478732069768111040.jpg,0,58,133,162,2
1478732069768111040.jpg,49,103,132,159,2
1478732069768111040.jpg,112,176,139,179,1
1478732069768111040.jpg,221,250,140,164,1
1478732069768111040.jpg,290,299,140,160,3
1478732070341152347.jpg,0,36,130,162,2
1478732070341152347.jpg,0,38,128,157,2
1478732070341152347.jpg,33,97,129,156,2
1478732070341152347.jpg,117,181,136,176,1
1478732070341152347.jpg,223,252,138,162,1
1478732070341152347.jpg,300,308,137,157,3
1478732070914300065.jpg,2,82,129,160,2
1478732070914300065.jpg,123,186,136,176,1
1478732070914300065.jpg,227,256,138,162,1
1478732070914300065.jpg,297,304,134,160,3
1478732070914300065.jpg,311,320,135,155,3
1478732071487821413.jpg,0,67,130,160,2
1478732071487821413.jpg,116,188,135,180,1
1478732071487821413.jpg,225,233,142,148,1
1478732071487821413.jpg,230,259,138,162,1
1478732071487821413.jpg,307,315,136,159,3
1478732071487821413.jpg,308,315,136,161,3
1478732071487821413.jpg,324,336,133,159,3
1478732071487821413.jpg,420,456,141,162,1
1478732072062464583.jpg,112,183,135,180,1
1478732072062464583.jpg,223,231,142,149,1
1478732072062464583.jpg,234,260,138,161,1
1478732072062464583.jpg,323,331,135,163,3
1478732072062464583.jpg,323,330,136,162,3
1478732072062464583.jpg,342,354,133,159,3
1478732072634616777.jpg,95,174,132,182,1
1478732072634616777.jpg,221,229,142,149,1
1478732072634616777.jpg,231,257,137,160,1
1478732072634616777.jpg,277,286,138,157,3
1478732072634616777.jpg,286,294,138,154,3
1478732072634616777.jpg,339,350,134,165,3
1478732072634616777.jpg,340,347,130,166,3
1478732072634616777.jpg,370,381,129,172,3
1478732073208849677.jpg,87,165,135,186,1
1478732073208849677.jpg,227,253,140,163,1
1478732073208849677.jpg,278,287,138,157,3
1478732073208849677.jpg,287,295,139,155,3
1478732073208849677.jpg,350,363,129,171,3
1478732073208849677.jpg,363,379,130,176,3
1478732073781545699.jpg,74,157,131,185,1
1478732073781545699.jpg,226,252,137,160,1
1478732073781545699.jpg,282,291,135,153,3
1478732073781545699.jpg,291,299,135,154,3
1478732074355740207.jpg,61,152,135,188,1
1478732074355740207.jpg,223,249,139,162,1
1478732074355740207.jpg,287,296,141,160,3
1478732074355740207.jpg,297,306,138,161,3
1478732074355740207.jpg,389,423,141,157,1
1478732074355740207.jpg,443,471,142,155,1
1478732074929472722.jpg,42,138,134,193,1
1478732074929472722.jpg,221,247,140,163,1
1478732074929472722.jpg,295,303,139,162,3
1478732074929472722.jpg,305,314,138,161,3
1478732074929472722.jpg,410,444,142,158,1
1478732075502801370.jpg,33,144,125,200,1
1478732075502801370.jpg,225,250,141,159,1
1478732075502801370.jpg,305,318,134,163,3
1478732075502801370.jpg,318,334,135,162,3
1478732076075739997.jpg,16,131,127,202,1
1478732076075739997.jpg,225,250,141,159,1
1478732076075739997.jpg,322,341,134,168,3
1478732076075739997.jpg,340,359,131,167,3
1478732076649730030.jpg,0,118,129,204,1
1478732076649730030.jpg,224,249,141,159,1
1478732076649730030.jpg,350,369,133,178,3
1478732076649730030.jpg,366,394,128,173,3
1478732077222385142.jpg,0,111,128,203,1
1478732077222385142.jpg,223,248,140,158,1
1478732077796237179.jpg,0,109,127,206,1
1478732077796237179.jpg,222,247,140,158,1
1478732077796237179.jpg,289,324,134,154,1
1478732078371323174.jpg,0,107,126,209,1
1478732078371323174.jpg,222,247,137,155,1
1478732078371323174.jpg,299,334,134,154,1
1478732078943328360.jpg,0,102,128,211,1
1478732078943328360.jpg,224,249,142,160,1
1478732078943328360.jpg,282,312,139,153,1
1478732078943328360.jpg,306,341,138,158,1
1478732078943328360.jpg,306,347,140,154,1
1478732079517637714.jpg,0,93,126,223,1
1478732079517637714.jpg,224,249,141,159,1
1478732079517637714.jpg,288,318,139,153,1
1478732079517637714.jpg,312,352,137,158,1
1478732079517637714.jpg,313,356,139,153,1
1478732080090015975.jpg,0,87,121,237,1
1478732080090015975.jpg,226,251,141,159,1
1478732080090015975.jpg,296,326,138,152,1
1478732080090015975.jpg,316,326,144,157,1
1478732080090015975.jpg,322,369,139,160,1
1478732080090015975.jpg,325,367,137,157,1
1478732080663536877.jpg,0,75,114,230,1
1478732080663536877.jpg,227,252,141,159,1
1478732080663536877.jpg,249,263,139,152,1
1478732080663536877.jpg,302,332,140,154,1
1478732080663536877.jpg,326,360,142,156,1
1478732080663536877.jpg,331,342,142,155,1
1478732080663536877.jpg,336,387,139,158,1
1478732080663536877.jpg,337,384,137,158,1
1478732081237231644.jpg,0,54,120,236,1
1478732081237231644.jpg,229,254,143,161,1
1478732081237231644.jpg,251,265,140,153,1
1478732081237231644.jpg,304,345,139,158,1
1478732081237231644.jpg,306,342,138,157,1
1478732081237231644.jpg,343,377,142,159,1
1478732081237231644.jpg,346,357,147,160,1
1478732081237231644.jpg,356,416,140,159,1
1478732081237231644.jpg,356,419,137,163,1
1478732081810707370.jpg,229,254,139,157,1
1478732081810707370.jpg,249,263,138,151,1
1478732081810707370.jpg,308,353,135,154,1
1478732081810707370.jpg,313,353,136,152,1
1478732081810707370.jpg,354,388,137,154,1
1478732081810707370.jpg,360,383,139,161,1
1478732081810707370.jpg,374,451,132,158,1
1478732081810707370.jpg,374,453,127,160,1
1478732082384026517.jpg,231,256,140,158,1
1478732082384026517.jpg,252,267,138,151,1
1478732082384026517.jpg,320,369,132,155,1
1478732082384026517.jpg,323,364,136,152,1
1478732082384026517.jpg,382,415,133,164,1
1478732082384026517.jpg,383,435,136,158,1
1478732082384026517.jpg,411,479,131,162,1
1478732082957393383.jpg,228,253,141,159,1
1478732082957393383.jpg,249,264,139,152,1
1478732082957393383.jpg,327,377,139,155,1
1478732082957393383.jpg,328,377,136,159,1
1478732083530925513.jpg,227,252,135,153,1
1478732083530925513.jpg,250,264,133,148,1
1478732083530925513.jpg,250,264,135,148,1
1478732083530925513.jpg,340,401,131,156,1
1478732083530925513.jpg,341,400,134,154,1
1478732084106368311.jpg,216,225,120,130,5
1478732084106368311.jpg,227,252,141,161,1
1478732084106368311.jpg,252,268,140,155,1
1478732084106368311.jpg,254,270,139,153,1
1478732084106368311.jpg,365,434,135,161,1
1478732084106368311.jpg,367,438,132,164,1
1478732084678476962.jpg,214,223,119,129,5
1478732084678476962.jpg,226,251,142,162,1
1478732084678476962.jpg,251,271,138,156,1
1478732084678476962.jpg,252,275,141,156,1
1478732084678476962.jpg,286,316,143,153,1
1478732084678476962.jpg,307,328,144,154,1
1478732084678476962.jpg,381,423,134,158,1
1478732084678476962.jpg,392,479,135,170,1
1478732084678476962.jpg,393,479,134,164,1
1478732085250968796.jpg,211,220,114,124,5
1478732085250968796.jpg,225,250,138,158,1
1478732085250968796.jpg,251,274,137,152,1
1478732085250968796.jpg,253,273,135,153,1
1478732085250968796.jpg,292,322,138,147,1
1478732085250968796.jpg,315,336,140,150,1
1478732085250968796.jpg,338,350,141,151,1
1478732085250968796.jpg,349,363,142,151,1
1478732085250968796.jpg,361,373,142,153,1
1478732085250968796.jpg,371,389,142,153,1
1478732085250968796.jpg,398,413,141,151,1
1478732085825466179.jpg,208,217,117,127,5
1478732085825466179.jpg,224,249,142,162,1
1478732085825466179.jpg,252,278,140,158,1
1478732085825466179.jpg,253,276,139,158,1
1478732085825466179.jpg,298,327,142,151,1
1478732085825466179.jpg,302,328,138,157,1
1478732085825466179.jpg,331,352,142,152,1
1478732085825466179.jpg,350,362,145,155,1
1478732085825466179.jpg,363,375,146,157,1
1478732085825466179.jpg,374,388,147,156,1
1478732085825466179.jpg,386,399,146,157,1
1478732085825466179.jpg,387,443,139,157,1
1478732085825466179.jpg,399,444,144,157,1
1478732085825466179.jpg,404,466,139,162,1
1478732086399120137.jpg,173,187,140,151,1
1478732086399120137.jpg,207,216,112,122,5
1478732086399120137.jpg,224,249,139,158,1
1478732086399120137.jpg,255,284,135,156,1
1478732086399120137.jpg,256,285,134,157,1
1478732086399120137.jpg,306,335,132,148,1
1478732086399120137.jpg,309,335,131,150,1
1478732086399120137.jpg,340,369,137,152,1
1478732086399120137.jpg,342,389,134,150,1
1478732086399120137.jpg,369,414,135,152,1
1478732086399120137.jpg,372,394,141,149,1
1478732086399120137.jpg,386,435,132,151,1
1478732086399120137.jpg,393,412,138,153,1
1478732086971870518.jpg,170,184,140,154,1
1478732086971870518.jpg,207,216,111,120,5
1478732086971870518.jpg,224,249,140,159,1
1478732086971870518.jpg,258,294,134,163,1
1478732086971870518.jpg,261,296,135,160,1
1478732086971870518.jpg,314,353,135,151,1
1478732086971870518.jpg,320,357,134,152,1
1478732086971870518.jpg,362,422,135,154,1
1478732086971870518.jpg,369,404,133,155,1
1478732086971870518.jpg,401,414,138,157,1
1478732086971870518.jpg,402,461,131,155,1
1478732086971870518.jpg,435,479,125,158,1
1478732087545203723.jpg,147,162,140,149,1
1478732087545203723.jpg,163,180,137,150,1
1478732087545203723.jpg,205,214,105,118,5
1478732087545203723.jpg,221,252,135,159,1
1478732087545203723.jpg,232,239,104,116,5
1478732087545203723.jpg,264,304,123,161,1
1478732087545203723.jpg,276,283,115,123,5
1478732087545203723.jpg,322,374,129,150,1
1478732087545203723.jpg,384,449,130,155,1
1478732088119042187.jpg,131,150,140,154,1
1478732088119042187.jpg,160,176,137,153,1
1478732088119042187.jpg,203,212,102,115,5
1478732088119042187.jpg,223,254,137,160,1
1478732088119042187.jpg,231,239,104,117,5
1478732088119042187.jpg,271,320,126,168,1
1478732088119042187.jpg,281,288,114,122,5
1478732088119042187.jpg,341,403,126,156,1
1478732088694156647.jpg,0,28,131,206,1
1478732088694156647.jpg,108,131,141,156,1
1478732088694156647.jpg,152,169,139,155,1
1478732088694156647.jpg,200,209,102,115,5
1478732088694156647.jpg,223,254,136,159,1
1478732088694156647.jpg,231,239,105,118,5
1478732088694156647.jpg,277,338,125,174,1
1478732088694156647.jpg,283,290,114,122,5
1478732088694156647.jpg,352,429,129,159,1
1478732089265602720.jpg,0,50,131,206,1
1478732089265602720.jpg,147,166,137,152,1
1478732089265602720.jpg,200,209,98,111,5
1478732089265602720.jpg,222,253,136,159,1
1478732089265602720.jpg,233,241,100,113,5
1478732089265602720.jpg,290,297,108,120,5
1478732089265602720.jpg,290,380,120,185,1
1478732089265602720.jpg,372,449,130,159,1
1478732089838858169.jpg,1,67,135,184,1
1478732089838858169.jpg,141,160,135,152,1
1478732089838858169.jpg,165,174,131,149,1
1478732089838858169.jpg,195,204,94,108,5
1478732089838858169.jpg,222,253,136,159,1
1478732089838858169.jpg,228,240,93,110,5
1478732089838858169.jpg,295,304,103,120,5
1478732089838858169.jpg,309,439,120,195,1
1478732090413422773.jpg,0,71,131,179,1
1478732090413422773.jpg,130,152,136,152,1
1478732090413422773.jpg,160,168,133,150,1
1478732090413422773.jpg,189,198,90,105,5
1478732090413422773.jpg,221,254,135,162,1
1478732090413422773.jpg,226,238,90,107,5
1478732090413422773.jpg,288,297,113,125,5
1478732090413422773.jpg,301,311,98,119,5
1478732090413422773.jpg,338,479,98,228,1
1478732090986312080.jpg,1,79,131,178,1
1478732090986312080.jpg,122,144,135,151,1
1478732090986312080.jpg,142,154,137,149,1
1478732090986312080.jpg,151,163,132,149,1
1478732090986312080.jpg,184,193,86,103,5
1478732090986312080.jpg,215,254,134,164,1
1478732090986312080.jpg,224,237,87,104,5
1478732090986312080.jpg,289,298,111,124,5
1478732090986312080.jpg,311,320,90,111,5
1478732090986312080.jpg,388,436,129,157,1
1478732091559928959.jpg,1,79,129,176,1
1478732091559928959.jpg,109,131,136,152,1
1478732091559928959.jpg,133,145,138,150,1
1478732091559928959.jpg,143,156,134,151,1
1478732091559928959.jpg,179,187,82,100,5
1478732091559928959.jpg,212,252,131,171,1
1478732091559928959.jpg,220,232,84,101,5
1478732091559928959.jpg,289,298,111,124,5
1478732091559928959.jpg,290,296,112,125,5
1478732091559928959.jpg,315,324,88,109,5
1478732091559928959.jpg,406,477,131,158,1
1478732092132913779.jpg,0,77,129,176,1
1478732092132913779.jpg,96,124,138,153,1
1478732092132913779.jpg,124,141,139,150,1
1478732092132913779.jpg,138,151,134,151,1
1478732092132913779.jpg,172,181,79,97,5
1478732092132913779.jpg,203,255,133,172,1
1478732092132913779.jpg,216,229,81,100,5
1478732092132913779.jpg,289,298,111,124,5
1478732092132913779.jpg,292,299,111,123,5
1478732092132913779.jpg,323,332,82,103,5
1478732092132913779.jpg,430,479,132,159,1
1478732092707614201.jpg,0,65,129,176,1
1478732092707614201.jpg,84,112,136,158,1
1478732092707614201.jpg,113,132,140,151,1
1478732092707614201.jpg,129,143,133,150,1
1478732092707614201.jpg,166,176,75,92,5
1478732092707614201.jpg,193,255,134,180,1
1478732092707614201.jpg,213,225,77,98,5
1478732092707614201.jpg,293,302,111,124,5
1478732092707614201.jpg,296,303,110,122,5
1478732092707614201.jpg,335,344,76,97,5
1478732093281563997.jpg,0,53,132,179,1
1478732093281563997.jpg,77,111,136,157,1
1478732093281563997.jpg,108,127,141,154,1
1478732093281563997.jpg,127,142,134,151,1
1478732093281563997.jpg,140,153,138,151,1
1478732093281563997.jpg,162,171,72,89,5
1478732093281563997.jpg,188,261,129,191,1
1478732093281563997.jpg,213,225,75,96,5
1478732093281563997.jpg,300,309,108,121,5
1478732093281563997.jpg,301,307,107,118,5
1478732093281563997.jpg,348,363,62,91,5
1478732093854351959.jpg,68,101,138,159,1
1478732093854351959.jpg,101,124,141,157,1
1478732093854351959.jpg,118,138,134,156,2
1478732093854351959.jpg,121,134,135,156,1
1478732093854351959.jpg,135,148,140,153,1
1478732093854351959.jpg,157,167,69,86,5
1478732093854351959.jpg,177,264,131,203,1
1478732093854351959.jpg,213,225,73,94,5
1478732093854351959.jpg,304,313,107,120,5
1478732093854351959.jpg,306,313,108,120,5
1478732093854351959.jpg,368,382,52,80,5
1478732094426978151.jpg,59,96,138,159,1
1478732094426978151.jpg,95,118,141,157,1
1478732094426978151.jpg,115,136,134,156,2
1478732094426978151.jpg,118,134,135,156,1
1478732094426978151.jpg,132,145,142,155,1
1478732094426978151.jpg,153,163,66,83,5
1478732094426978151.jpg,158,273,129,222,1
